"","Sample.name","title","source.name","organism","characteristics..age","characteristics..developmental.stage","characteristics..sex","molecule","description","processed.data.file","raw.file","BioSample","Instrument.Model","Sample.name.new"
"O19_384Bulk_Plate1_S355","O19_384Bulk_Plate1_S355","Tabula Muris Senis (bulk RNA seq)","Bone_34","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127301","SAMN11855420","Illumina NovaSeq 6000","Bone_34-m-27"
"O19_384Bulk_Plate2_S355","O19_384Bulk_Plate2_S355","Tabula Muris Senis (bulk RNA seq)","Heart_21","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127264","SAMN11855421","Illumina NovaSeq 6000","Heart_21-m-24"
"O2_384Bulk_Plate1_S338","O2_384Bulk_Plate1_S338","Tabula Muris Senis (bulk RNA seq)","MAT_35","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127037","SAMN11855422","Illumina NovaSeq 6000","MAT_35-m-1"
"O2_384Bulk_Plate2_S338","O2_384Bulk_Plate2_S338","Tabula Muris Senis (bulk RNA seq)","Pancreas_43","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127036","SAMN11855423","Illumina NovaSeq 6000","Pancreas_43-m-1"
"O2_384Bulk_Plate3_S338","O2_384Bulk_Plate3_S338","Tabula Muris Senis (bulk RNA seq)","BAT_10","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127199","SAMN11855424","Illumina NovaSeq 6000","BAT_10-m-15"
"O20_384Bulk_Plate1_S356","O20_384Bulk_Plate1_S356","Tabula Muris Senis (bulk RNA seq)","Bone_3","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127198","SAMN11855425","Illumina NovaSeq 6000","Bone_3-m-27"
"O20_384Bulk_Plate2_S356","O20_384Bulk_Plate2_S356","Tabula Muris Senis (bulk RNA seq)","Heart_26","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127086","SAMN11855426","Illumina NovaSeq 6000","Heart_26-m-3"
"O21_384Bulk_Plate1_S357","O21_384Bulk_Plate1_S357","Tabula Muris Senis (bulk RNA seq)","Liver_7","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127087","SAMN11855427","Illumina NovaSeq 6000","Liver_7-m-24"
"O21_384Bulk_Plate2_S357","O21_384Bulk_Plate2_S357","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_20","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127082","SAMN11855428","Illumina NovaSeq 6000","Small_Intestine_20-m-27"
"O22_384Bulk_Plate1_S358","O22_384Bulk_Plate1_S358","Tabula Muris Senis (bulk RNA seq)","Pancreas_5","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127084","SAMN11855429","Illumina NovaSeq 6000","Pancreas_5-m-9"
"O22_384Bulk_Plate2_S358","O22_384Bulk_Plate2_S358","Tabula Muris Senis (bulk RNA seq)","Spleen_18","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127094","SAMN11855430","Illumina NovaSeq 6000","Spleen_18-m-1"
"O23_384Bulk_Plate1_S359","O23_384Bulk_Plate1_S359","Tabula Muris Senis (bulk RNA seq)","GAT_14","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127100","SAMN11855431","Illumina NovaSeq 6000","GAT_14-f-6"
"O23_384Bulk_Plate2_S359","O23_384Bulk_Plate2_S359","Tabula Muris Senis (bulk RNA seq)","WBC_10","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127089","SAMN11855432","Illumina NovaSeq 6000","WBC_10-m-27"
"O3_384Bulk_Plate1_S339","O3_384Bulk_Plate1_S339","Tabula Muris Senis (bulk RNA seq)","Lung_21","Mus musculus C57/BL6","1","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127091","SAMN11855433","Illumina NovaSeq 6000","Lung_21-f-1"
"O3_384Bulk_Plate2_S339","O3_384Bulk_Plate2_S339","Tabula Muris Senis (bulk RNA seq)","Skin_17","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127414","SAMN11855434","Illumina NovaSeq 6000","Skin_17-m-9"
"O3_384Bulk_Plate3_S339","O3_384Bulk_Plate3_S339","Tabula Muris Senis (bulk RNA seq)","Kidney_33","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127415","SAMN11855435","Illumina NovaSeq 6000","Kidney_33-m-15"
"O4_384Bulk_Plate1_S340","O4_384Bulk_Plate1_S340","Tabula Muris Senis (bulk RNA seq)","Pancreas_17","Mus musculus C57/BL6","1","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127478","SAMN11855436","Illumina NovaSeq 6000","Pancreas_17-f-1"
"O4_384Bulk_Plate2_S340","O4_384Bulk_Plate2_S340","Tabula Muris Senis (bulk RNA seq)","Kidney_19","Mus musculus C57/BL6","15","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127475","SAMN11855437","Illumina NovaSeq 6000","Kidney_19-f-15"
"O4_384Bulk_Plate3_S340","O4_384Bulk_Plate3_S340","Tabula Muris Senis (bulk RNA seq)","SCAT_49","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127481","SAMN11855438","Illumina NovaSeq 6000","SCAT_49-m-9"
"O5_384Bulk_Plate1_S341","O5_384Bulk_Plate1_S341","Tabula Muris Senis (bulk RNA seq)","MAT_1","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127480","SAMN11855439","Illumina NovaSeq 6000","MAT_1-m-3"
"O5_384Bulk_Plate2_S341","O5_384Bulk_Plate2_S341","Tabula Muris Senis (bulk RNA seq)","Heart_4","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126818","SAMN11855440","Illumina NovaSeq 6000","Heart_4-m-21"
"O5_384Bulk_Plate3_S341","O5_384Bulk_Plate3_S341","Tabula Muris Senis (bulk RNA seq)","Limb_Muscle_35","Mus musculus C57/BL6","1","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126812","SAMN11855441","Illumina NovaSeq 6000","Limb_Muscle_35-f-1"
"O6_384Bulk_Plate1_S342","O6_384Bulk_Plate1_S342","Tabula Muris Senis (bulk RNA seq)","Spleen_29","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127485","SAMN11855442","Illumina NovaSeq 6000","Spleen_29-m-3"
"O6_384Bulk_Plate2_S342","O6_384Bulk_Plate2_S342","Tabula Muris Senis (bulk RNA seq)","Spleen_16","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127484","SAMN11855443","Illumina NovaSeq 6000","Spleen_16-m-6"
"O6_384Bulk_Plate3_S342","O6_384Bulk_Plate3_S342","Tabula Muris Senis (bulk RNA seq)","Spleen_4","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127453","SAMN11855444","Illumina NovaSeq 6000","Spleen_4-m-6"
"O7_384Bulk_Plate1_S343","O7_384Bulk_Plate1_S343","Tabula Muris Senis (bulk RNA seq)","WBC_36","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127486","SAMN11855445","Illumina NovaSeq 6000","WBC_36-m-21"
"O7_384Bulk_Plate2_S343","O7_384Bulk_Plate2_S343","Tabula Muris Senis (bulk RNA seq)","Liver_35","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127512","SAMN11855446","Illumina NovaSeq 6000","Liver_35-m-3"
"O7_384Bulk_Plate3_S343","O7_384Bulk_Plate3_S343","Tabula Muris Senis (bulk RNA seq)","BAT_47","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127513","SAMN11855447","Illumina NovaSeq 6000","BAT_47-f-6"
"O8_384Bulk_Plate1_S344","O8_384Bulk_Plate1_S344","Tabula Muris Senis (bulk RNA seq)","Pancreas_41","Mus musculus C57/BL6","15","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127546","SAMN11855448","Illumina NovaSeq 6000","Pancreas_41-f-15"
"O8_384Bulk_Plate2_S344","O8_384Bulk_Plate2_S344","Tabula Muris Senis (bulk RNA seq)","SCAT_55","Mus musculus C57/BL6","15","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127547","SAMN11855449","Illumina NovaSeq 6000","SCAT_55-f-15"
"O8_384Bulk_Plate3_S344","O8_384Bulk_Plate3_S344","Tabula Muris Senis (bulk RNA seq)","MAT_39","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127292","SAMN11855450","Illumina NovaSeq 6000","MAT_39-m-21"
"O9_384Bulk_Plate1_S345","O9_384Bulk_Plate1_S345","Tabula Muris Senis (bulk RNA seq)","Bone_35","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127293","SAMN11855451","Illumina NovaSeq 6000","Bone_35-m-24"
"O9_384Bulk_Plate2_S345","O9_384Bulk_Plate2_S345","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_33","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127510","SAMN11855452","Illumina NovaSeq 6000","Small_Intestine_33-m-24"
"O9_384Bulk_Plate3_S345","O9_384Bulk_Plate3_S345","Tabula Muris Senis (bulk RNA seq)","BAT_6","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127511","SAMN11855453","Illumina NovaSeq 6000","BAT_6-m-24"
"P1_384Bulk_Plate1_S361","P1_384Bulk_Plate1_S361","Tabula Muris Senis (bulk RNA seq)","Marrow_35","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127274","SAMN11855454","Illumina NovaSeq 6000","Marrow_35-m-1"
"P1_384Bulk_Plate2_S361","P1_384Bulk_Plate2_S361","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_2","Mus musculus C57/BL6","21","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127372","SAMN11855455","Illumina NovaSeq 6000","Small_Intestine_2-f-21"
"P1_384Bulk_Plate3_S361","P1_384Bulk_Plate3_S361","Tabula Muris Senis (bulk RNA seq)","Heart_23","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127304","SAMN11855456","Illumina NovaSeq 6000","Heart_23-m-15"
"P10_384Bulk_Plate1_S370","P10_384Bulk_Plate1_S370","Tabula Muris Senis (bulk RNA seq)","Lung_55","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127096","SAMN11855457","Illumina NovaSeq 6000","Lung_55-m-6"
"P10_384Bulk_Plate2_S370","P10_384Bulk_Plate2_S370","Tabula Muris Senis (bulk RNA seq)","Brain_3","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127095","SAMN11855458","Illumina NovaSeq 6000","Brain_3-m-1"
"P10_384Bulk_Plate3_S370","P10_384Bulk_Plate3_S370","Tabula Muris Senis (bulk RNA seq)","BAT_29","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127266","SAMN11855459","Illumina NovaSeq 6000","BAT_29-m-1"
"P11_384Bulk_Plate1_S371","P11_384Bulk_Plate1_S371","Tabula Muris Senis (bulk RNA seq)","Brain_55","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127101","SAMN11855460","Illumina NovaSeq 6000","Brain_55-m-18"
"P11_384Bulk_Plate2_S371","P11_384Bulk_Plate2_S371","Tabula Muris Senis (bulk RNA seq)","Heart_22","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127305","SAMN11855461","Illumina NovaSeq 6000","Heart_22-m-3"
"P11_384Bulk_Plate3_S371","P11_384Bulk_Plate3_S371","Tabula Muris Senis (bulk RNA seq)","Liver_41","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127099","SAMN11855462","Illumina NovaSeq 6000","Liver_41-m-1"
"P12_384Bulk_Plate1_S372","P12_384Bulk_Plate1_S372","Tabula Muris Senis (bulk RNA seq)","BAT_19","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127098","SAMN11855463","Illumina NovaSeq 6000","BAT_19-m-27"
"P12_384Bulk_Plate3_S372","P12_384Bulk_Plate3_S372","Tabula Muris Senis (bulk RNA seq)","Limb_Muscle_25","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127092","SAMN11855464","Illumina NovaSeq 6000","Limb_Muscle_25-m-18"
"P13_384Bulk_Plate1_S373","P13_384Bulk_Plate1_S373","Tabula Muris Senis (bulk RNA seq)","GAT_32","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127263","SAMN11855465","Illumina NovaSeq 6000","GAT_32-m-24"
"P13_384Bulk_Plate2_S373","P13_384Bulk_Plate2_S373","Tabula Muris Senis (bulk RNA seq)","Liver_2","Mus musculus C57/BL6","9","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127417","SAMN11855466","Illumina NovaSeq 6000","Liver_2-f-9"
"P13_384Bulk_Plate3_S373","P13_384Bulk_Plate3_S373","Tabula Muris Senis (bulk RNA seq)","Heart_34","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127106","SAMN11855467","Illumina NovaSeq 6000","Heart_34-m-9"
"P14_384Bulk_Plate1_S374","P14_384Bulk_Plate1_S374","Tabula Muris Senis (bulk RNA seq)","SCAT_50","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127064","SAMN11855468","Illumina NovaSeq 6000","SCAT_50-m-21"
"P14_384Bulk_Plate2_S374","P14_384Bulk_Plate2_S374","Tabula Muris Senis (bulk RNA seq)","Pancreas_7","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127109","SAMN11855469","Illumina NovaSeq 6000","Pancreas_7-m-3"
"P14_384Bulk_Plate3_S374","P14_384Bulk_Plate3_S374","Tabula Muris Senis (bulk RNA seq)","NA14","Mus musculus C57/BL6","NA14","months postnatal","missing","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127413","SAMN11855470","Illumina NovaSeq 6000","NA14-missing-NA14"
"P15_384Bulk_Plate1_S375","P15_384Bulk_Plate1_S375","Tabula Muris Senis (bulk RNA seq)","BAT_23","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127412","SAMN11855471","Illumina NovaSeq 6000","BAT_23-m-24"
"P15_384Bulk_Plate2_S375","P15_384Bulk_Plate2_S375","Tabula Muris Senis (bulk RNA seq)","Brain_9","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127105","SAMN11855472","Illumina NovaSeq 6000","Brain_9-m-27"
"P16_384Bulk_Plate1_S376","P16_384Bulk_Plate1_S376","Tabula Muris Senis (bulk RNA seq)","Bone_6","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127103","SAMN11855473","Illumina NovaSeq 6000","Bone_6-m-12"
"P16_384Bulk_Plate2_S376","P16_384Bulk_Plate2_S376","Tabula Muris Senis (bulk RNA seq)","GAT_26","Mus musculus C57/BL6","18","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126984","SAMN11855474","Illumina NovaSeq 6000","GAT_26-f-18"
"P17_384Bulk_Plate1_S377","P17_384Bulk_Plate1_S377","Tabula Muris Senis (bulk RNA seq)","Kidney_3","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126966","SAMN11855475","Illumina NovaSeq 6000","Kidney_3-m-24"
"P17_384Bulk_Plate2_S377","P17_384Bulk_Plate2_S377","Tabula Muris Senis (bulk RNA seq)","Bone_55","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127047","SAMN11855476","Illumina NovaSeq 6000","Bone_55-m-15"
"P18_384Bulk_Plate1_S378","P18_384Bulk_Plate1_S378","Tabula Muris Senis (bulk RNA seq)","Liver_5","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127273","SAMN11855477","Illumina NovaSeq 6000","Liver_5-m-9"
"P18_384Bulk_Plate2_S378","P18_384Bulk_Plate2_S378","Tabula Muris Senis (bulk RNA seq)","Skin_4","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126927","SAMN11855478","Illumina NovaSeq 6000","Skin_4-m-9"
"P19_384Bulk_Plate1_S379","P19_384Bulk_Plate1_S379","Tabula Muris Senis (bulk RNA seq)","GAT_5","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127197","SAMN11855479","Illumina NovaSeq 6000","GAT_5-m-9"
"P19_384Bulk_Plate2_S379","P19_384Bulk_Plate2_S379","Tabula Muris Senis (bulk RNA seq)","Pancreas_25","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127195","SAMN11855480","Illumina NovaSeq 6000","Pancreas_25-m-3"
"P2_384Bulk_Plate1_S362","P2_384Bulk_Plate1_S362","Tabula Muris Senis (bulk RNA seq)","Heart_27","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127303","SAMN11855481","Illumina NovaSeq 6000","Heart_27-m-12"
"P2_384Bulk_Plate2_S362","P2_384Bulk_Plate2_S362","Tabula Muris Senis (bulk RNA seq)","Lung_12","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127039","SAMN11855482","Illumina NovaSeq 6000","Lung_12-m-9"
"P2_384Bulk_Plate3_S362","P2_384Bulk_Plate3_S362","Tabula Muris Senis (bulk RNA seq)","Skin_49","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127181","SAMN11855483","Illumina NovaSeq 6000","Skin_49-m-18"
"P20_384Bulk_Plate1_S380","P20_384Bulk_Plate1_S380","Tabula Muris Senis (bulk RNA seq)","Skin_1","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126735","SAMN11855484","Illumina NovaSeq 6000","Skin_1-f-6"
"P20_384Bulk_Plate2_S380","P20_384Bulk_Plate2_S380","Tabula Muris Senis (bulk RNA seq)","GAT_54","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127034","SAMN11855485","Illumina NovaSeq 6000","GAT_54-m-21"
"P21_384Bulk_Plate1_S381","P21_384Bulk_Plate1_S381","Tabula Muris Senis (bulk RNA seq)","Marrow_4","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127464","SAMN11855486","Illumina NovaSeq 6000","Marrow_4-m-9"
"P21_384Bulk_Plate2_S381","P21_384Bulk_Plate2_S381","Tabula Muris Senis (bulk RNA seq)","BAT_8","Mus musculus C57/BL6","1","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127548","SAMN11855487","Illumina NovaSeq 6000","BAT_8-f-1"
"P22_384Bulk_Plate1_S382","P22_384Bulk_Plate1_S382","Tabula Muris Senis (bulk RNA seq)","Kidney_56","Mus musculus C57/BL6","9","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127460","SAMN11855488","Illumina NovaSeq 6000","Kidney_56-f-9"
"P22_384Bulk_Plate2_S382","P22_384Bulk_Plate2_S382","Tabula Muris Senis (bulk RNA seq)","Kidney_14","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127459","SAMN11855489","Illumina NovaSeq 6000","Kidney_14-m-27"
"P23_384Bulk_Plate1_S383","P23_384Bulk_Plate1_S383","Tabula Muris Senis (bulk RNA seq)","Pancreas_4","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127479","SAMN11855490","Illumina NovaSeq 6000","Pancreas_4-m-15"
"P23_384Bulk_Plate2_S383","P23_384Bulk_Plate2_S383","Tabula Muris Senis (bulk RNA seq)","Skin_14","Mus musculus C57/BL6","18","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127477","SAMN11855491","Illumina NovaSeq 6000","Skin_14-f-18"
"P3_384Bulk_Plate1_S363","P3_384Bulk_Plate1_S363","Tabula Muris Senis (bulk RNA seq)","MAT_47","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127474","SAMN11855492","Illumina NovaSeq 6000","MAT_47-m-6"
"P3_384Bulk_Plate2_S363","P3_384Bulk_Plate2_S363","Tabula Muris Senis (bulk RNA seq)","Skin_52","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126862","SAMN11855493","Illumina NovaSeq 6000","Skin_52-f-6"
"P3_384Bulk_Plate3_S363","P3_384Bulk_Plate3_S363","Tabula Muris Senis (bulk RNA seq)","Pancreas_48","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127225","SAMN11855494","Illumina NovaSeq 6000","Pancreas_48-m-21"
